"","Insult","Comment"
"1625",0,"""Nao me iludo.Estou feliz pela vitoria,mas preocupado,porque Ney Franco escalou mal o time,corrigiu,e depois no intervalo,quando tinha de reforcar o meio de campo nao o fez.Nao sei porque o Wellington nao estava nem no banco,mas que fique de ensinamento.Os gambas podiam ter feito 4 gols no inicio e so viramos por jogadas individuais.Nao foi o Sao Paulo que ganhou,mas os gambas que perderam.Agora devemos melhorar com Wellington,Canete ,e algum valor novo com a grana do Lucas.Libertadores 'e lucro.Titulo 'e sonho."""
"1628",0,"""Now you are a better Portuguese. XDDD"""
"1635",0,"""Let's get nasty! Damnit Doc thats what you need to say."""
"1636",0,"""STRIKE 3 YOU'RE OUT VICTORINO!"""
"1637",0,"""Gordon at least act like you care. """
"1638",0,"""You are lucky to have any privileges at all after saying some of the most vile comments in the history of this blog."""
"1640",0,"""This was my shitttt...damn, that box looks old though."""
"1641",0,"""unicorn, you charge for your picks. Unicorn is a pickin soldier"""
"1642",0,"""Are you typing your comments on an Alien computer deep inside Area 51 ? """
"1646",0,"""Are you sure she had the power to veto?"""
"1648",0,"""Wow - you had to bite your lip not to offend him?? You sound like a nice guy. And in reality, most people could probably bitchslap your charming ass back to the stone age. I understand why you often choose not to voice your mind.  :-)"""
"1650",0,"""Losing sucks...but you can't beat $7 per hour entertainment!"""
"1651",0,"""Lolllllllll...... hello neal how are you ?????"""
"1653",0,"""themmzoo63- How do you feel about Omri Casspi?"""
"1654",0,"""fucking disgusting.........."""
"1658",0,"""June, ""You Go Girl"""""
"1659",0,"""Ringo gets a bad rep because 99% of people think the only good sort of drumming is Keith Moon/Ginger Baker style bombast that they can pick out in a song. Also he looks like a bit of a doof. Is it fair? Fuck no, Ringo is awesome. But people in general don't know jack shit about music."""
"1662",0,"""You've got to be freaking kidding me."""
"1664",0,"""pusha T said in exodous, ""you signed to one nigga who signed to another nigga..."" allegedly meaning; drake signed to wayne whos signed to baby, bu...t pusha t whos signed to kanye whos signed to jay...."""
"1665",0,"""Are... are you serious?"""
"1667",0,"""Philosophical meandering: why do they call it a softball. Shit is not fucking soft if you get pegged with one by a pitcher."""
"1670",0,"""thanks Mate.   the FRUCKING MAN YOU ARE"""
"1674",0,"""WTF are you talking about, MOHAM?"""
"1680",0,"""lol...you like etch-a-sketch Romeny...lol"""
"1682",0,"""You should have shot the SOB."""
"1683",0,"""Then you're not listening"""
"1684",0,"""Hello All\r How are you doing?"""
"1685",0,"""@Martha Tanner again you are just this cool"""
"1686",0,"""True that - most people don't like it when you know who u really are. Sad but true."""
"1687",0,"""That's not a nipple fags,, it's just a crease in her jacket exposing a beige halter top underneath. Kim ks nipples r fukn huge and dark like African dinner plates ud kno when you see them! Trust meh"""
"1689",0,"""Get a tan? get a tan? Bitch your black, I swear black people want to be and do what whites do so bad """
"1690",0,"""shooting and action motherfuckers """
"1691",0,"""Ha,you all talk a load of crap,you should stick with the things you really are brilliant at."""
"1693",0,"""fuckn loser"""
"1694",0,"""You do know that crack kills?"""
"1696",0,"""Shawna, loved your boards....you must be an awesome mom!!  Dennis """
"1697",0,"""That says more about your other players than Lynch dont you think?"""
"1698",0,"""Thought maybe you were in the market :)"""
"1700",0,"""Get em XD, you are batting 1000!!!"""
"1701",0,"""I hate both of you lucky bastards, I wanna go to E3! :("""
"1702",0,"""Stoudamire was a freaking beast what are you talking about?"""
"1703",0,"""That's what I love about Mad Men: it erases all that nostalgia and makes you realize what a shit sandwich the olden days really were."""
"1705",0,"""Thanks for the repin. Are you going to Emerson?"""
"1710",0,"""so the fake one then?"""
"1713",0,"""You must be a veteran Celtic fan.  """
"1714",0,"""Are you drunk??????????"""
"1715",0,"""You're right"""
"1717",0,"""are you  kidding?"""
"1718",0,"""Because we are not going to do your work for you!"""
"1719",0,"""Are you lost?"""
"1720",0,"""Ms. Pelosi, you are a f^%#*@g idiot!"""
"1722",0,"""Thousands* philosophy and religion go back to the beginning of our existence """
"1723",0,"""Why you gotta say black? why couldn't you just say the average person. You were trying to make someone feel stupid but you just made yourself look stupid. (typicalsociety)"""
"1725",0,"""If these fucking ""brick and mortar"" stores weren't 60% higher than online prices, then yes, I would use my local economy. But the fact is, they bitched and moaned about how they are treated unfair, and this is the fruits of their labor.  Frankly, all politicians need to be ousted!"""
"1728",0,"""Ah good, we didn't have enough people bitching about Girls in the comment section for reviews on that show."""
"1731",0,"""<P>cry cry cry</P> <P>whaaaaa you guys are mean to Obama </P> <P>*sniffles*</P> <P>stop being so mean </P>"""
"1733",0,"""It was crap then too.  Whats your point?"""
"1741",0,"""Cos'era la veglia funebre della lingua italiana?"""
"1742",0,"""LOL, my you are just a bitter person arent' you?   He's wealthy, others aren't.  That is life and we all know life isn't always fair.  He is also not the only wealthy person serving in the forces but your anger won't let you see common sense."""
"1743",0,"""Sunnah or later, you'll be in a burka! (:)"""
"1744",0,"""You still lose your license and all that."""
"1745",0,"""MAN I LOVE YOUR COMMENT IT MADE ME LAUGH SO HARD AND YOU ARE RIGHT."""
"1747",0,"""not as much as you're school system."""
"1751",0,"""what the hell are you talking about"""
"1752",0,"""Obviously you missed being a victim."""
"1753",0,"""@Susan Snyder this would be perfect for your kitty!!"""
"1755",0,"""Get Your Wings was so much better.&nbsp;"""
"1760",0,"""Manny was a BEAST.  WTF are you talking about?"""
"1761",0,"""we need to stop make only daughters for white men who will be just strippers, white man's porno whores or babymamas for white race. make more real dark/brown skin black sons for black race only when real black ppl and african/black culture still alive in this world! fuck racist whites and their dumb whores! """
"1767",0,"""you are?"""
"1769",0,"""what are you supposed to do. politely ask them to stop. I get what your saying, but the coin has two sides."""
"1771",0,"""Are you bleaching your hair? """
"1772",0,"""Please don't visit then, the chain restaurants and times square might mind but the rest of us really are better without stupid tourists acting like idiots here."""
"1773",0,"""You're right,that is quite a stretch. """
"1777",0,"""Are you a Browns fan now Bob?"""
"1779",0,"""Are you doing the shoot?"""
"1782",0,"""Congrats @Jennifer Christianson! You are our 6/2 winner! Please email your shipping address to iMOM@familyfirst.net so we can send your book and t-shirt!"""
"1787",0,"""haha. :D its alright i wont do anything reckless :D  i wont kill myself something like that cause i know,, all those who left me will be crawling back to me :D """
"1790",0,"""You were ever here?"""
"1792",0,"""Welcome back to earth. I hope you are feeling 'mighty fine!' Because your 'one of a kind.' Have a wonderful Saturday. Jaap."""
"1793",0,"""The point is in response to your comment ""shouldn't even have a computer entrusted to them"" <---- like a computer is some kind of hi tech.    """
"1794",0,"""Mr. Lynx you are da man....Luv your analysis of the games!!! """
"1797",0,"""I agree with u if u can't stand by your words then why should anyone listen to them in your raps even if u say dumd shit like u said at least stand by it"""
"1798",0,"""Liking your own posts doesn't make you any cooler."""
"1799",0,"""Shit annoying as fuck, especially when they arguments always either you hating or he getting money... what major recording artist ain't getting money?"""
"1801",0,"""Their diet lemonade is the shit.  And yeah, awfully pretentious introduction considering your typical drunk-for-as-few-dollars-as-possible attitudes."""
"1802",0,"""Ijust said that shit..."""
"1803",0,"""you a pussy"""
"1804",0,"""Yep!  You are your mother's daughter!!!  lol"""
"1805",0,"""oh my goodness.. bow wow try to talk like lil wayne, rap like drake, and dress like soulja boy smfh..... be YOURSELF bow wow!"""
"1806",0,"""Pete Carroll is better than you - Dipset is like 2004ish. Heh  Really?  Damn, I have NO sense of time.  """
"1807",0,"""You is have bad grammar"""
"1808",0,"""You just can't make up muzzuruh dumb, can you?"""
"1809",0,"""Where and when are you cruising?!"""
"1810",0,"""You are investing in Chinese property? Bloody hell, man, there's whole cities full of empty apartments out there."""
"1813",0,"""I gave one of my co-workers a little bit of shit over that.  I said ""You seem like you believe nothing ever happened in the world before you were 17."""""
"1816",0,"""who is ""our""?  do you mean ""your""?"""
"1817",0,"""i loved your videos espesily the one called: shit people do insted of studying        :D"""
"1819",0,"""You get the tax payers to fund 88% of your pension and you are complaining? WOW."""
"1820",0,"""you are grasping"""
"1823",0,"""^^^ okay nooo lol wayne sorry as fuck with same boring ass metaphors. G.O.O.D MUSIC """
"1825",0,"""You are the Manu."""
"1827",0,"""Yep, these are soo you! """
"1828",0,"""Tell us how you really feel."""
"1829",0,"""Depends what state you're in."""
"1831",0,"""Love the yard you are with."""
"1833",0,"""Which Americans are you referring to?"""
"1835",0,"""The frightened, sewer dwelling vermin quickly realised it scurried for a black person and not the safe, festering pile of shit it smelled ONLY after the nigger tried to eat it. A common sight among all blacks...not just the homeless."""
"1836",0,"""Your stadium is atrocious """
"1837",0,"""!!! Is it from your camera?"""
"1840",0,"""Rickywilliams are you a boston fan"""
"1841",0,"""Hating for jealousy is just so absurd, though.  It makes you look like an idiot with no knowledge of baseball at all."""
"1842",0,"""I feel like starting a new thread just to troll her, because I'm a dick.  And the stuff she said about you is some fucking bullshit, @avclub-1881baeccb7399f3452cd7f37cdb2b29:disqus. <a href=""http://www.youtube.com/watch?v=7XapfIDd6v8"">Don't let it get you down.</a>"""
"1845",0,"""How long have you been watching the Romney movie !!!!!!!!!!!!!!!!!"""
"1846",0,"""Don't let a few clowns ruin your board experience. We have our idiots too, remember."""
"1847",0,"""you're too easy"""
"1848",0,"""You know..you are only supposed to pull for your team right?  Not the whole conference.."""
"1849",0,"""can I pay your loans off for you?"""
"1850",0,"""Maybe he's recently resurrected from the dead.. let's not be quick to judgement.. you try knowing right from wrong when your stomach is empty and your skull is full of worms and maggotts.. let me tell ya... it's not that easy!! """
"1853",0,"""Cricket, you're being taken for a ride by your ""party"""""
"1854",0,"""You obviously don't understandsarcasm."""
"1855",0,"""fuck me, plz!!!"""
"1858",0,"""you're welcome :)"""
"1860",0,"""thats the problem now...everybody lying to the youth and its fucking the world up but you problem dont care because you dont give a fuck anyway...right"""
